drg,drgnum,drgweight,drgdesc,drgsys,drgvers,glos,trim,low,alos,postacute,specialpay,mdc,medsurg,fydate,fyear,mdcdesc
138,138,0.7388,138: MOUTH PROCEDURES W/O CC/MCC,MS-DRG,30,1.899999976,0,,2.299999952,No,No,3,SURG,10/1/2012,2013,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
139,139,0.8922,139: SALIVARY GLAND PROCEDURES,MS-DRG,30,1.399999976,0,,1.799999952,No,No,3,SURG,10/1/2012,2013,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
140,140,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
141,141,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
142,142,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
143,143,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
144,144,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
145,145,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
146,146,2.2347,"146: EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC",MS-DRG,30,6.300000191,0,,9.100000381,No,No,3,MED,10/1/2012,2013,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
147,147,1.2486,"147: EAR, NOSE, MOUTH & THROAT MALIGNANCY W CC",MS-DRG,30,3.900000095,0,,5.400000095,No,No,3,MED,10/1/2012,2013,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
148,148,0.7488,"148: EAR, NOSE, MOUTH & THROAT MALIGNANCY W/O CC/MCC",MS-DRG,30,2.400000095,0,,3.200000048,No,No,3,MED,10/1/2012,2013,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
149,149,0.6462,149: DYSEQUILIBRIUM,MS-DRG,30,2.099999905,0,,2.5,No,No,3,MED,10/1/2012,2013,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
150,150,1.389,150: EPISTAXIS W MCC,MS-DRG,30,3.799999952,0,,5.199999809,No,No,3,MED,10/1/2012,2013,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
151,151,0.6458,151: EPISTAXIS W/O MCC,MS-DRG,30,2.200000048,0,,2.799999952,No,No,3,MED,10/1/2012,2013,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
152,152,1.0166,152: OTITIS MEDIA & URI W MCC,MS-DRG,30,3.400000095,0,,4.400000095,No,No,3,MED,10/1/2012,2013,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
153,153,0.6605,153: OTITIS MEDIA & URI W/O MCC,MS-DRG,30,2.5,0,,3.099999905,No,No,3,MED,10/1/2012,2013,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
154,154,1.4138,"154: OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",MS-DRG,30,4.300000191,0,,5.699999809,No,No,3,MED,10/1/2012,2013,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
155,155,0.9137,"155: OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W CC",MS-DRG,30,3.200000048,0,,4.099999905,No,No,3,MED,10/1/2012,2013,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
156,156,0.6349,"156: OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W/O CC/MCC",MS-DRG,30,2.299999952,0,,2.799999952,No,No,3,MED,10/1/2012,2013,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
157,157,1.601,157: DENTAL & ORAL DISEASES W MCC,MS-DRG,30,4.699999809,0,,6.599999905,No,No,3,MED,10/1/2012,2013,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
158,158,0.8988,158: DENTAL & ORAL DISEASES W CC,MS-DRG,30,3.200000048,0,,4.099999905,No,No,3,MED,10/1/2012,2013,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
159,159,0.5969,159: DENTAL & ORAL DISEASES W/O CC/MCC,MS-DRG,30,2.099999905,0,,2.599999905,No,No,3,MED,10/1/2012,2013,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
160,160,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
161,161,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
162,162,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
163,163,5.1193,163: MAJOR CHEST PROCEDURES W MCC,MS-DRG,30,11.30000019,0,,13.69999981,Yes,No,4,SURG,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
164,164,2.6191,164: MAJOR CHEST PROCEDURES W CC,MS-DRG,30,5.800000191,0,,7,Yes,No,4,SURG,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
165,165,1.7922,165: MAJOR CHEST PROCEDURES W/O CC/MCC,MS-DRG,30,3.5,0,,4.099999905,Yes,No,4,SURG,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
166,166,3.7513,166: OTHER RESP SYSTEM O.R. PROCEDURES W MCC,MS-DRG,30,9.100000381,0,,11.5,Yes,No,4,SURG,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
167,167,2.0043,167: OTHER RESP SYSTEM O.R. PROCEDURES W CC,MS-DRG,30,5.400000095,0,,6.800000191,Yes,No,4,SURG,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
168,168,1.3153,168: OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,MS-DRG,30,3.099999905,0,,4.099999905,Yes,No,4,SURG,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
169,169,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
170,170,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
171,171,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
172,172,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
173,173,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
174,174,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
175,175,1.587,175: PULMONARY EMBOLISM W MCC,MS-DRG,30,5.5,0,,6.599999905,Yes,No,4,MED,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
176,176,1.0379,176: PULMONARY EMBOLISM W/O MCC,MS-DRG,30,3.900000095,0,,4.599999905,Yes,No,4,MED,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
177,177,2.0549,177: RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,MS-DRG,30,6.599999905,0,,8.199999809,Yes,No,4,MED,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
178,178,1.4403,178: RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,MS-DRG,30,5.300000191,0,,6.400000095,Yes,No,4,MED,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
179,179,0.9799,179: RESPIRATORY INFECTIONS & INFLAMMATIONS W/O CC/MCC,MS-DRG,30,3.799999952,0,,4.599999905,Yes,No,4,MED,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
180,180,1.7567,180: RESPIRATORY NEOPLASMS W MCC,MS-DRG,30,5.599999905,0,,7.300000191,No,No,4,MED,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
181,181,1.2108,181: RESPIRATORY NEOPLASMS W CC,MS-DRG,30,3.900000095,0,,5.099999905,No,No,4,MED,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
182,182,0.8275,182: RESPIRATORY NEOPLASMS W/O CC/MCC,MS-DRG,30,2.700000048,0,,3.400000095,No,No,4,MED,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
183,183,1.4804,183: MAJOR CHEST TRAUMA W MCC,MS-DRG,30,5,0,,6.199999809,No,No,4,MED,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
184,184,1.0171,184: MAJOR CHEST TRAUMA W CC,MS-DRG,30,3.5,0,,4.199999809,No,No,4,MED,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
185,185,0.6961,185: MAJOR CHEST TRAUMA W/O CC/MCC,MS-DRG,30,2.400000095,0,,2.900000095,No,No,4,MED,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
186,186,1.5746,186: PLEURAL EFFUSION W MCC,MS-DRG,30,4.900000095,0,,6.400000095,Yes,No,4,MED,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
187,187,1.1169,187: PLEURAL EFFUSION W CC,MS-DRG,30,3.700000048,0,,4.699999809,Yes,No,4,MED,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
188,188,0.7544,188: PLEURAL EFFUSION W/O CC/MCC,MS-DRG,30,2.599999905,0,,3.299999952,Yes,No,4,MED,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
189,189,1.2461,189: PULMONARY EDEMA & RESPIRATORY FAILURE,MS-DRG,30,4.099999905,0,,5.199999809,No,No,4,MED,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
190,190,1.186,190: CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,MS-DRG,30,4.300000191,0,,5.300000191,Yes,No,4,MED,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
191,191,0.9521,191: CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,MS-DRG,30,3.599999905,0,,4.400000095,Yes,No,4,MED,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
192,192,0.7072,192: CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,MS-DRG,30,2.900000095,0,,3.400000095,Yes,No,4,MED,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
193,193,1.4893,193: SIMPLE PNEUMONIA & PLEURISY W MCC,MS-DRG,30,5.099999905,0,,6.300000191,Yes,No,4,MED,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
194,194,0.9996,194: SIMPLE PNEUMONIA & PLEURISY W CC,MS-DRG,30,3.900000095,0,,4.699999809,Yes,No,4,MED,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
195,195,0.7078,195: SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,MS-DRG,30,3,0,,3.5,Yes,No,4,MED,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
196,196,1.682,196: INTERSTITIAL LUNG DISEASE W MCC,MS-DRG,30,5.5,0,,6.900000095,Yes,No,4,MED,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
197,197,1.1209,197: INTERSTITIAL LUNG DISEASE W CC,MS-DRG,30,3.900000095,0,,4.800000191,Yes,No,4,MED,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
198,198,0.7879,198: INTERSTITIAL LUNG DISEASE W/O CC/MCC,MS-DRG,30,2.900000095,0,,3.599999905,Yes,No,4,MED,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
199,199,1.8915,199: PNEUMOTHORAX W MCC,MS-DRG,30,6.099999905,0,,7.800000191,No,No,4,MED,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
200,200,1.0242,200: PNEUMOTHORAX W CC,MS-DRG,30,3.5,0,,4.5,No,No,4,MED,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
201,201,0.6792,201: PNEUMOTHORAX W/O CC/MCC,MS-DRG,30,2.599999905,0,,3.299999952,No,No,4,MED,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
202,202,0.8704,202: BRONCHITIS & ASTHMA W CC/MCC,MS-DRG,30,3.299999952,0,,4,No,No,4,MED,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
203,203,0.6228,203: BRONCHITIS & ASTHMA W/O CC/MCC,MS-DRG,30,2.5,0,,3,No,No,4,MED,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
204,204,0.6822,204: RESPIRATORY SIGNS & SYMPTOMS,MS-DRG,30,2.099999905,0,,2.700000048,No,No,4,MED,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
205,205,1.3809,205: OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC,MS-DRG,30,4,0,,5.300000191,Yes,No,4,MED,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
206,206,0.7763,206: OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,MS-DRG,30,2.5,0,,3.200000048,Yes,No,4,MED,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
207,207,5.3619,207: RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,MS-DRG,30,12.5,0,,14.60000038,Yes,No,4,MED,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
208,208,2.2899,208: RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,MS-DRG,30,5.099999905,0,,7,No,No,4,MED,10/1/2012,2013,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
209,209,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
210,210,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
211,211,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
212,212,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
213,213,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
214,214,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
215,215,14.1036,215: OTHER HEART ASSIST SYSTEM IMPLANT,MS-DRG,30,8.5,0,,15,No,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
216,216,9.519,216: CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W MCC,MS-DRG,30,13.80000019,0,,16.39999962,Yes,Yes,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
217,217,6.3495,217: CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W CC,MS-DRG,30,9,0,,10.19999981,Yes,Yes,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
218,218,5.3429,218: CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W/O CC/MCC,MS-DRG,30,6.5,0,,7.400000095,Yes,Yes,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
219,219,7.839,219: CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,MS-DRG,30,10.30000019,0,,12.5,Yes,Yes,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
220,220,5.2438,220: CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,MS-DRG,30,6.800000191,0,,7.5,Yes,Yes,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
221,221,4.4232,221: CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W/O CC/MCC,MS-DRG,30,5.099999905,0,,5.599999905,Yes,Yes,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
222,222,8.5506,222: CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W MCC,MS-DRG,30,9.899999619,0,,12,No,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
223,223,6.1065,223: CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W/O MCC,MS-DRG,30,4.400000095,0,,5.900000095,No,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
224,224,7.6758,224: CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W MCC,MS-DRG,30,8.100000381,0,,10,No,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
225,225,5.7605,225: CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W/O MCC,MS-DRG,30,4,0,,5,No,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
226,226,6.7354,226: CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W MCC,MS-DRG,30,6.099999905,0,,8.699999809,No,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
227,227,5.1886,227: CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,MS-DRG,30,2.099999905,0,,3.099999905,No,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
228,228,7.0815,228: OTHER CARDIOTHORACIC PROCEDURES W MCC,MS-DRG,30,11.19999981,0,,13.39999962,No,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
229,229,4.6279,229: OTHER CARDIOTHORACIC PROCEDURES W CC,MS-DRG,30,7.099999905,0,,8,No,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
230,230,3.8111,230: OTHER CARDIOTHORACIC PROCEDURES W/O CC/MCC,MS-DRG,30,4.800000191,0,,5.599999905,No,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
231,231,7.5297,231: CORONARY BYPASS W PTCA W MCC,MS-DRG,30,10.30000019,0,,12.10000038,No,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
232,232,5.7151,232: CORONARY BYPASS W PTCA W/O MCC,MS-DRG,30,8.300000191,0,,9.100000381,No,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
233,233,7.2292,233: CORONARY BYPASS W CARDIAC CATH W MCC,MS-DRG,30,11.89999962,0,,13.39999962,Yes,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
234,234,4.8413,234: CORONARY BYPASS W CARDIAC CATH W/O MCC,MS-DRG,30,8.100000381,0,,8.699999809,Yes,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
235,235,5.8014,235: CORONARY BYPASS W/O CARDIAC CATH W MCC,MS-DRG,30,9.199999809,0,,10.69999981,Yes,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
236,236,3.7777,236: CORONARY BYPASS W/O CARDIAC CATH W/O MCC,MS-DRG,30,6,0,,6.5,Yes,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
237,237,5.117,237: MAJOR CARDIOVASC PROCEDURES W MCC,MS-DRG,30,7.099999905,0,,10,No,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
238,238,3.1863,238: MAJOR CARDIOVASC PROCEDURES W/O MCC,MS-DRG,30,2.700000048,0,,3.900000095,No,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
239,239,4.6194,239: AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W MCC,MS-DRG,30,11.10000038,0,,14.10000038,Yes,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
240,240,2.6531,240: AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC,MS-DRG,30,7.400000095,0,,9.100000381,Yes,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
241,241,1.4825,241: AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W/O CC/MCC,MS-DRG,30,4.699999809,0,,5.699999809,Yes,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
242,242,3.7314,242: PERMANENT CARDIAC PACEMAKER IMPLANT W MCC,MS-DRG,30,6.099999905,0,,7.800000191,Yes,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
243,243,2.6204,243: PERMANENT CARDIAC PACEMAKER IMPLANT W CC,MS-DRG,30,3.700000048,0,,4.699999809,Yes,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
244,244,2.0624,244: PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,MS-DRG,30,2.299999952,0,,2.799999952,Yes,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
245,245,4.254,245: AICD GENERATOR PROCEDURES,MS-DRG,30,2.900000095,0,,4.300000191,No,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
246,246,3.1566,246: PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,MS-DRG,30,3.799999952,0,,5.199999809,No,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
247,247,1.9911,247: PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,MS-DRG,30,2,0,,2.5,No,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
248,248,3.0003,248: PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W MCC OR 4+ VES/STENTS,MS-DRG,30,4.699999809,0,,6.400000095,No,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
249,249,1.7961,249: PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,MS-DRG,30,2.299999952,0,,2.900000095,No,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
250,250,2.9988,250: PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W MCC,MS-DRG,30,5.199999809,0,,7.099999905,No,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
251,251,1.9237,251: PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,MS-DRG,30,2.200000048,0,,3,No,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
252,252,3.0224,252: OTHER VASCULAR PROCEDURES W MCC,MS-DRG,30,5.300000191,0,,7.800000191,No,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
253,253,2.4739,253: OTHER VASCULAR PROCEDURES W CC,MS-DRG,30,4.400000095,0,,5.900000095,No,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
254,254,1.6609,254: OTHER VASCULAR PROCEDURES W/O CC/MCC,MS-DRG,30,2.099999905,0,,2.700000048,No,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
255,255,2.4381,255: UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W MCC,MS-DRG,30,6.699999809,0,,8.800000191,Yes,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
256,256,1.5934,256: UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W CC,MS-DRG,30,5.5,0,,6.800000191,Yes,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
257,257,0.9535,257: UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W/O CC/MCC,MS-DRG,30,3.200000048,0,,4.199999809,Yes,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
258,258,2.6945,258: CARDIAC PACEMAKER DEVICE REPLACEMENT W MCC,MS-DRG,30,5,0,,6.5,No,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
259,259,1.859,259: CARDIAC PACEMAKER DEVICE REPLACEMENT W/O MCC,MS-DRG,30,2.5,0,,3.299999952,No,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
260,260,3.6624,260: CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W MCC,MS-DRG,30,7.699999809,0,,10.5,No,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
261,261,1.6769,261: CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W CC,MS-DRG,30,3.400000095,0,,4.400000095,No,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
262,262,1.2343,262: CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W/O CC/MCC,MS-DRG,30,2.099999905,0,,2.700000048,No,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
263,263,1.9091,263: VEIN LIGATION & STRIPPING,MS-DRG,30,3.799999952,0,,5.900000095,No,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
264,264,2.6674,264: OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,MS-DRG,30,5.599999905,0,,8.300000191,Yes,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
265,265,2.4394,265: AICD LEAD PROCEDURES,MS-DRG,30,2.5,0,,3.799999952,No,No,5,SURG,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
266,266,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
267,267,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
268,268,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
269,269,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
270,270,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
271,271,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
272,272,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
273,273,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
274,274,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
275,275,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
276,276,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
